society;municipality;square_name;ykj_n;ykj_e;level1;level2;level3;level4;level5
Etelä-Savon Lintuharrastajat Oriolus ry;Puumala;Pistohiekka;682;355;1;102.4;182.8;236.8;272.8
Etelä-Savon Lintuharrastajat Oriolus ry;Puumala;Puumalan kk;682;356;1;102.4;182.8;236.8;272.8
Etelä-Savon Lintuharrastajat Oriolus ry;Puumala;Petäänniemi;682;357;1;102.4;182.8;236.8;272.8
Etelä-Savon Lintuharrastajat Oriolus ry;Puumala;Muikkuselkä;682;358;1;102.4;182.8;236.8;272.8
Etelä-Savon Lintuharrastajat Oriolus ry;Puumala;Valkeamäki;682;359;1;102.4;182.8;236.8;272.8
Etelä-Karjalan lintutieteellinen yhdistys ry;Ruokolahti;Jukajärvi;682;360;1;102.4;182.8;236.8;272.8
Etelä-Karjalan lintutieteellinen yhdistys ry;Ruokolahti;Loituma;682;361;1;102.4;182.8;236.8;272.8
Etelä-Karjalan lintutieteellinen yhdistys ry;Parikkala;Peruspohja;682;362;1;102.4;182.8;236.8;272.8
Etelä-Karjalan lintutieteellinen yhdistys ry;Parikkala;Lahdenkylä;682;363;1;102.4;182.8;236.8;272.8
Etelä-Karjalan lintutieteellinen yhdistys ry;Parikkala;Tyrjä-raja;682;364;1;81.92;146.24;189.44;218.24
Porin Lintutieteellinen Yhdistys ry;Luvia;Säpin länsiosa;683;319;1;51.8;104.6;129.2;154.9
Porin Lintutieteellinen Yhdistys ry;Pori;Kuuminainen;683;320;1;73.4;147.9;181;215.1
Porin Lintutieteellinen Yhdistys ry;Pori;Kyläsaari;683;321;1;110.9;222.8;270.4;319.1
Porin Lintutieteellinen Yhdistys ry;Pori;Hyvelä;683;322;1;101.6;181.2;235.2;271.2
Porin Lintutieteellinen Yhdistys ry;Ulvila;Palus;683;323;1;101.6;181.2;235.2;271.2
Porin Lintutieteellinen Yhdistys ry;Ulvila;Joutsijärvi;683;324;1;101.6;181.2;235.2;271.2
Porin Lintutieteellinen Yhdistys ry;Pori;Mustajoki;683;325;1;101.6;181.2;235.2;271.2
Porin Lintutieteellinen Yhdistys ry;Pori;Kuorsumaa;683;326;1;101.6;181.2;235.2;271.2
Pirkanmaan Lintutieteellinen Yhdistys ry;Sastamala;Suodenniemen keskusta;683;327;1;101.6;181.2;235.2;271.2
Pirkanmaan Lintutieteellinen Yhdistys ry;Sastamala;Hahmajärvi;683;328;1;101.6;181.2;235.2;271.2
Pirkanmaan Lintutieteellinen Yhdistys ry;Hämeenkyrö;Kierikkala;683;329;1;101.6;181.2;235.2;271.2
Pirkanmaan Lintutieteellinen Yhdistys ry;Hämeenkyrö;Mahnala;683;330;1;101.6;181.2;235.2;271.2
Pirkanmaan Lintutieteellinen Yhdistys ry;Ylöjärvi;Ylöjärven keskusta;683;331;1;101.6;181.2;235.2;271.2
Pirkanmaan Lintutieteellinen Yhdistys ry;Ylöjärvi;Vahanta;683;332;1;81.28;144.96;188.16;216.96
Pirkanmaan Lintutieteellinen Yhdistys ry;Tampere;Kolunkylä;683;333;1;101.6;181.2;235.2;271.2
Pirkanmaan Lintutieteellinen Yhdistys ry;Kangasala;Teerineva;683;334;1;101.6;181.2;235.2;271.2
Pirkanmaan Lintutieteellinen Yhdistys ry;Orivesi;Siitama;683;335;1;101.6;181.2;235.2;271.2
Pirkanmaan Lintutieteellinen Yhdistys ry;Orivesi;Pajukanta;683;336;1;101.6;181.2;235.2;271.2
Pirkanmaan Lintutieteellinen Yhdistys ry;Orivesi;Eräjärvi;683;337;1;101.6;181.2;235.2;271.2
Keski-Suomen Lintutieteellinen Yhdistys ry;Kuhmoinen;Päijälä;683;338;1;101.6;181.2;235.2;271.2
Keski-Suomen Lintutieteellinen Yhdistys ry;Kuhmoinen;Kylämä;683;339;1;101.6;181.2;235.2;271.2
Keski-Suomen Lintutieteellinen Yhdistys ry;Kuhmoinen;Karklampi;683;340;1;101.6;181.2;235.2;271.2
Keski-Suomen Lintutieteellinen Yhdistys ry;Kuhmoinen;Ruolahti;683;341;1;101.6;181.2;235.2;271.2
Päijät-Hämeen lintutieteellinen yhdistys ry;Sysmä;Vehkasalo;683;342;1;81.28;144.96;188.16;216.96
Päijät-Hämeen lintutieteellinen yhdistys ry;Sysmä;Liikola;683;343;1;101.6;181.2;235.2;271.2
Päijät-Hämeen lintutieteellinen yhdistys ry;Hartola;Hartolan keskusta;683;344;1;101.6;181.2;235.2;271.2
Päijät-Hämeen lintutieteellinen yhdistys ry;Hartola;Jääsjärvi;683;345;1;81.28;144.96;188.16;216.96
Päijät-Hämeen lintutieteellinen yhdistys ry;Pertunmaa;Ruorasmäki;683;346;1;101.6;181.2;235.2;271.2
Etelä-Savon Lintuharrastajat Oriolus ry;Hirvensalmi;Vahvaselkä;683;347;1;101.6;181.2;235.2;271.2
Etelä-Savon Lintuharrastajat Oriolus ry;Hirvensalmi;Hirvensalmen kk;683;348;1;101.6;181.2;235.2;271.2
Etelä-Savon Lintuharrastajat Oriolus ry;Hirvensalmi;Pääskynsalo;683;349;1;101.6;181.2;235.2;271.2
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Otava;683;350;1;101.6;181.2;235.2;271.2
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Porrassalmi;683;351;1;101.6;181.2;235.2;271.2
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Parkkila;683;352;1;101.6;181.2;235.2;271.2
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Anttola;683;353;1;101.6;181.2;235.2;271.2
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Luonteri;683;354;1;81.28;144.96;188.16;216.96
Etelä-Savon Lintuharrastajat Oriolus ry;Puumala;Kaipaala;683;355;1;101.6;181.2;235.2;271.2
Etelä-Savon Lintuharrastajat Oriolus ry;Puumala;Pirttimäki;683;356;1;101.6;181.2;235.2;271.2
Etelä-Savon Lintuharrastajat Oriolus ry;Puumala;Kietävälä;683;357;1;101.6;181.2;235.2;271.2
Etelä-Savon Lintuharrastajat Oriolus ry;Sulkava;Telataipale;683;358;1;101.6;181.2;235.2;271.2
Etelä-Savon Lintuharrastajat Oriolus ry;Sulkava;Lohikoski;683;359;1;101.6;181.2;235.2;271.2
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Piojärvi;683;360;1;101.6;181.2;235.2;271.2
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Vuoriniemi;683;361;1;101.6;181.2;235.2;271.2
Etelä-Karjalan lintutieteellinen yhdistys ry;Parikkala;Tarvaspohja;683;362;1;101.6;181.2;235.2;271.2
Etelä-Karjalan lintutieteellinen yhdistys ry;Parikkala;Särkisalmi;683;363;1;101.6;181.2;235.2;271.2
Etelä-Karjalan lintutieteellinen yhdistys ry;Parikkala;Tyrjä;683;364;1;101.6;181.2;235.2;271.2
Porin Lintutieteellinen Yhdistys ry;Pori;Reposaari;684;320;1;85.9;172.8;210.8;249.8
Porin Lintutieteellinen Yhdistys ry;Pori;Lyttylä;684;321;1;105.7;212.4;258.1;304.7
Porin Lintutieteellinen Yhdistys ry;Pori;Noormarkku keskusta;684;322;1;100.8;179.6;233.6;269.6
Porin Lintutieteellinen Yhdistys ry;Pomarkku;Ruokejärvi;684;323;1;100.8;179.6;233.6;269.6
Porin Lintutieteellinen Yhdistys ry;Pori;Lassila;684;324;1;100.8;179.6;233.6;269.6
Porin Lintutieteellinen Yhdistys ry;Pori;Hummulankylä;684;325;1;100.8;179.6;233.6;269.6
Porin Lintutieteellinen Yhdistys ry;Pori;Aluskylä;684;326;1;100.8;179.6;233.6;269.6
Pirkanmaan Lintutieteellinen Yhdistys ry;Sastamala;Sävi;684;327;1;100.8;179.6;233.6;269.6
Pirkanmaan Lintutieteellinen Yhdistys ry;Hämeenkyrö;Vesajärvi;684;328;1;100.8;179.6;233.6;269.6
Pirkanmaan Lintutieteellinen Yhdistys ry;Hämeenkyrö;Kyröskoski;684;329;1;100.8;179.6;233.6;269.6
Pirkanmaan Lintutieteellinen Yhdistys ry;Ylöjärvi;Rokkakoski;684;330;1;100.8;179.6;233.6;269.6
Pirkanmaan Lintutieteellinen Yhdistys ry;Ylöjärvi;Mutala;684;331;1;100.8;179.6;233.6;269.6
Pirkanmaan Lintutieteellinen Yhdistys ry;Ylöjärvi;Kulju;684;332;1;80.64;143.68;186.88;215.68
Pirkanmaan Lintutieteellinen Yhdistys ry;Tampere;Terälahti;684;333;1;100.8;179.6;233.6;269.6
Pirkanmaan Lintutieteellinen Yhdistys ry;Tampere;Viitapohja;684;334;1;100.8;179.6;233.6;269.6
Pirkanmaan Lintutieteellinen Yhdistys ry;Orivesi;Myllykylä;684;335;1;100.8;179.6;233.6;269.6
Pirkanmaan Lintutieteellinen Yhdistys ry;Orivesi;Lyytikkälä;684;336;1;100.8;179.6;233.6;269.6
Pirkanmaan Lintutieteellinen Yhdistys ry;Orivesi;Längelmäen kk;684;337;1;100.8;179.6;233.6;269.6
Keski-Suomen Lintutieteellinen Yhdistys ry;Jämsä;Lahnajärvenkulma;684;338;1;100.8;179.6;233.6;269.6
Keski-Suomen Lintutieteellinen Yhdistys ry;Kuhmoinen;Isojärvi;684;339;1;100.8;179.6;233.6;269.6
Keski-Suomen Lintutieteellinen Yhdistys ry;Kuhmoinen;Puukkoinen;684;340;1;100.8;179.6;233.6;269.6
Keski-Suomen Lintutieteellinen Yhdistys ry;Kuhmoinen;Pihlajakoski;684;341;1;100.8;179.6;233.6;269.6
Keski-Suomen Lintutieteellinen Yhdistys ry;Luhanka;Judinsalo;684;342;1;80.64;143.68;186.88;215.68
Päijät-Hämeen lintutieteellinen yhdistys ry;Sysmä;Kammiovuori;684;343;1;100.8;179.6;233.6;269.6
Päijät-Hämeen lintutieteellinen yhdistys ry;Hartola;Putkijärvi;684;344;1;100.8;179.6;233.6;269.6
Keski-Suomen Lintutieteellinen Yhdistys ry;Joutsa;Joutsan keskusta;684;345;1;100.8;179.6;233.6;269.6
Keski-Suomen Lintutieteellinen Yhdistys ry;Joutsa;Marjotaipale;684;346;1;100.8;179.6;233.6;269.6
Etelä-Savon Lintuharrastajat Oriolus ry;Hirvensalmi;Tuukkala;684;347;1;100.8;179.6;233.6;269.6
Etelä-Savon Lintuharrastajat Oriolus ry;Hirvensalmi;Suonsalmi;684;348;1;80.64;143.68;186.88;215.68
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Närvälä;684;349;1;100.8;179.6;233.6;269.6
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Korpikoski;684;350;1;100.8;179.6;233.6;269.6
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Mikkelin keskusta;684;351;1;100.8;179.6;233.6;269.6
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Rahula;684;352;1;100.8;179.6;233.6;269.6
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Ylivesi;684;353;1;100.8;179.6;233.6;269.6
Etelä-Savon Lintuharrastajat Oriolus ry;Juva;Koikkala;684;354;1;100.8;179.6;233.6;269.6
Etelä-Savon Lintuharrastajat Oriolus ry;Juva;Hietajärvi;684;355;1;100.8;179.6;233.6;269.6
Etelä-Savon Lintuharrastajat Oriolus ry;Sulkava;Siikakoski;684;356;1;100.8;179.6;233.6;269.6
Etelä-Savon Lintuharrastajat Oriolus ry;Sulkava;Kaartilankoski;684;357;1;100.8;179.6;233.6;269.6
Etelä-Savon Lintuharrastajat Oriolus ry;Sulkava;Kaartilanmäki;684;358;1;80.64;143.68;186.88;215.68
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Kiviapaja;684;359;1;100.8;179.6;233.6;269.6
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Kongonsaari;684;360;1;80.64;143.68;186.88;215.68
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Nikaniemi;684;361;1;80.64;143.68;186.88;215.68
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Putikko;684;362;1;100.8;179.6;233.6;269.6
Etelä-Karjalan lintutieteellinen yhdistys ry;Parikkala;Kirjavalansalo;684;363;1;100.8;179.6;233.6;269.6
Etelä-Karjalan lintutieteellinen yhdistys ry;Parikkala;Rautjärvet;684;364;1;100.8;179.6;233.6;269.6
Etelä-Karjalan lintutieteellinen yhdistys ry;Parikkala;Myötävaara;684;365;1;80.64;143.68;186.88;215.68
Porin Lintutieteellinen Yhdistys ry;Pori;Hylkiriutta;685;319;1;19.5;40;52.2;65.3
Porin Lintutieteellinen Yhdistys ry;Pori;Anttoora;685;320;1;73.4;147.9;181;215.1
Porin Lintutieteellinen Yhdistys ry;Pori;Ahlainen;685;321;1;110.9;222.8;270.4;319.1
Porin Lintutieteellinen Yhdistys ry;Pori;Lampinkartano;685;322;1;100;178;232;268
Porin Lintutieteellinen Yhdistys ry;Pomarkku;Pomarkkun keskusta;685;323;1;100;178;232;268
Porin Lintutieteellinen Yhdistys ry;Pomarkku;Leppäruhka;685;324;1;100;178;232;268
Porin Lintutieteellinen Yhdistys ry;Kankaanpää;Verttuu;685;325;1;100;178;232;268
Porin Lintutieteellinen Yhdistys ry;Kankaanpää;Vihteljärvi;685;326;1;100;178;232;268
Pirkanmaan Lintutieteellinen Yhdistys ry;Ikaalinen;Vehuvarpee;685;327;1;100;178;232;268
Pirkanmaan Lintutieteellinen Yhdistys ry;Ikaalinen;Kilvakkala;685;328;1;100;178;232;268
Pirkanmaan Lintutieteellinen Yhdistys ry;Ikaalinen;Ikaalisten keskusta;685;329;1;100;178;232;268
Pirkanmaan Lintutieteellinen Yhdistys ry;Ikaalinen;Luhalahti;685;330;1;100;178;232;268
Pirkanmaan Lintutieteellinen Yhdistys ry;Ylöjärvi;Hyynilä;685;331;1;100;178;232;268
Pirkanmaan Lintutieteellinen Yhdistys ry;Ylöjärvi;Länsi-Teisko;685;332;1;100;178;232;268
Pirkanmaan Lintutieteellinen Yhdistys ry;Tampere;Velaatta;685;333;1;100;178;232;268
Pirkanmaan Lintutieteellinen Yhdistys ry;Tampere;Kaanaa;685;334;1;100;178;232;268
Pirkanmaan Lintutieteellinen Yhdistys ry;Orivesi;Yröskulma;685;335;1;100;178;232;268
Pirkanmaan Lintutieteellinen Yhdistys ry;Juupajoki;Juupajoen keskusta;685;336;1;100;178;232;268
Pirkanmaan Lintutieteellinen Yhdistys ry;Orivesi;Äväntäjärvi;685;337;1;100;178;232;268
Keski-Suomen Lintutieteellinen Yhdistys ry;Jämsä;Eväjärvi;685;338;1;100;178;232;268
Keski-Suomen Lintutieteellinen Yhdistys ry;Jämsä;Okskulma;685;339;1;100;178;232;268
Keski-Suomen Lintutieteellinen Yhdistys ry;Jämsä;Kaipola;685;340;1;100;178;232;268
Keski-Suomen Lintutieteellinen Yhdistys ry;Jämsä;Vaheri;685;341;1;100;178;232;268
Keski-Suomen Lintutieteellinen Yhdistys ry;Jämsä;Taivassalo;685;342;1;80;142.4;185.6;214.4
Keski-Suomen Lintutieteellinen Yhdistys ry;Luhanka;Luhangan keskusta;685;343;1;100;178;232;268
Keski-Suomen Lintutieteellinen Yhdistys ry;Joutsa;Pappinen;685;344;1;100;178;232;268
Keski-Suomen Lintutieteellinen Yhdistys ry;Joutsa;Tammilahti;685;345;1;100;178;232;268
Keski-Suomen Lintutieteellinen Yhdistys ry;Joutsa;Pärnämäki;685;346;1;100;178;232;268
Etelä-Savon Lintuharrastajat Oriolus ry;Hirvensalmi;Puulasalon eteläpuoli;685;347;1;100;178;232;268
Etelä-Savon Lintuharrastajat Oriolus ry;Hirvensalmi;Puula;685;348;1;80;142.4;185.6;214.4
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Vanhamäki;685;349;1;100;178;232;268
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Pöyry;685;350;1;100;178;232;268
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Hiirola;685;351;1;100;178;232;268
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Vehmaskylä;685;352;1;100;178;232;268
Etelä-Savon Lintuharrastajat Oriolus ry;Juva;Rautjärvi;685;353;1;100;178;232;268
Etelä-Savon Lintuharrastajat Oriolus ry;Juva;Ollikkala;685;354;1;100;178;232;268
Etelä-Savon Lintuharrastajat Oriolus ry;Juva;Kaskii;685;355;1;100;178;232;268
Etelä-Savon Lintuharrastajat Oriolus ry;Sulkava;Väätälänmäki;685;356;1;100;178;232;268
Etelä-Savon Lintuharrastajat Oriolus ry;Sulkava;Sulkavan kk;685;357;1;100;178;232;268
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Kommerniemi;685;358;1;80;142.4;185.6;214.4
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Kesamonsaari;685;359;1;80;142.4;185.6;214.4
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Ikoinniemi;685;360;1;80;142.4;185.6;214.4
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Moinsalmi;685;361;1;100;178;232;268
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Laukansaari;685;362;1;80;142.4;185.6;214.4
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Hiukkajoki;685;363;1;100;178;232;268
Pohjois-Karjalan lintutieteellinen yhdistys ry;Kitee;Marjoniemi;685;364;1;100;178;232;268
Etelä-Karjalan lintutieteellinen yhdistys ry;Parikkala;Uukuniemi;685;365;1;80;142.4;185.6;214.4
Etelä-Karjalan lintutieteellinen yhdistys ry;Parikkala;Uukuniemi-raja;685;366;1;80;142.4;185.6;214.4
Porin Lintutieteellinen Yhdistys ry;Merikarvia;Pooskeri;686;320;1;73.4;147.9;181;215.1
Porin Lintutieteellinen Yhdistys ry;Merikarvia;Filppula;686;321;1;99.2;176.4;230.4;266.4
Porin Lintutieteellinen Yhdistys ry;Siikainen;Otamo;686;322;1;99.2;176.4;230.4;266.4
Porin Lintutieteellinen Yhdistys ry;Siikainen;Saarikoski;686;323;1;99.2;176.4;230.4;266.4
Porin Lintutieteellinen Yhdistys ry;Kankaanpää;Venesjärvi;686;324;1;99.2;176.4;230.4;266.4
Porin Lintutieteellinen Yhdistys ry;Kankaanpää;Kankaanpään keskusta;686;325;1;99.2;176.4;230.4;266.4
Porin Lintutieteellinen Yhdistys ry;Kankaanpää;Niinisalo;686;326;1;99.2;176.4;230.4;266.4
Porin Lintutieteellinen Yhdistys ry;Jämijärvi;Jämijärven keskusta;686;327;1;99.2;176.4;230.4;266.4
Pirkanmaan Lintutieteellinen Yhdistys ry;Ikaalinen;Mylly-Karttu;686;328;1;99.2;176.4;230.4;266.4
Pirkanmaan Lintutieteellinen Yhdistys ry;Ikaalinen;Tevaniemi;686;329;1;99.2;176.4;230.4;266.4
Pirkanmaan Lintutieteellinen Yhdistys ry;Ikaalinen;Sisättö;686;330;1;99.2;176.4;230.4;266.4
Pirkanmaan Lintutieteellinen Yhdistys ry;Ikaalinen;Juhtimäki;686;331;1;99.2;176.4;230.4;266.4
Pirkanmaan Lintutieteellinen Yhdistys ry;Ylöjärvi;Kurun keskusta;686;332;1;99.2;176.4;230.4;266.4
Pirkanmaan Lintutieteellinen Yhdistys ry;Ruovesi;Murole;686;333;1;99.2;176.4;230.4;266.4
Pirkanmaan Lintutieteellinen Yhdistys ry;Ruovesi;Jäminkipohja;686;334;1;99.2;176.4;230.4;266.4
Pirkanmaan Lintutieteellinen Yhdistys ry;Ruovesi;Siikaneva;686;335;1;99.2;176.4;230.4;266.4
Pirkanmaan Lintutieteellinen Yhdistys ry;Juupajoki;Lyly;686;336;1;99.2;176.4;230.4;266.4
Pirkanmaan Lintutieteellinen Yhdistys ry;Juupajoki;Hirvijärvi;686;337;1;99.2;176.4;230.4;266.4
Keski-Suomen Lintutieteellinen Yhdistys ry;Jämsä;Halli;686;338;1;99.2;176.4;230.4;266.4
Keski-Suomen Lintutieteellinen Yhdistys ry;Jämsä;Nytkyn;686;339;1;99.2;176.4;230.4;266.4
Keski-Suomen Lintutieteellinen Yhdistys ry;Jämsä;Jämsän keskusta;686;340;1;99.2;176.4;230.4;266.4
Keski-Suomen Lintutieteellinen Yhdistys ry;Jämsä;Patajoki;686;341;1;99.2;176.4;230.4;266.4
Keski-Suomen Lintutieteellinen Yhdistys ry;Jyväskylä;Vanhanselkä;686;342;1;79.36;141.12;184.32;213.12
Keski-Suomen Lintutieteellinen Yhdistys ry;Jyväskylä;Putkilahti;686;343;1;99.2;176.4;230.4;266.4
Keski-Suomen Lintutieteellinen Yhdistys ry;Joutsa;Kivisuo;686;344;1;99.2;176.4;230.4;266.4
Keski-Suomen Lintutieteellinen Yhdistys ry;Joutsa;Leivonmäki;686;345;1;99.2;176.4;230.4;266.4
Keski-Suomen Lintutieteellinen Yhdistys ry;Joutsa;Kälä;686;346;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Kangasniemi;Istruala;686;347;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Kangasniemi;Hokka;686;348;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Läsäkoski;686;349;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Juuvikylä;686;350;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Kalvitsa;686;351;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Juva;Iso-Huppio;686;352;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Juva;Näärinki;686;353;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Juva;Juvan kk;686;354;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Juva;Kiiskilä;686;355;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Sulkava;Partala;686;356;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Sulkava;Rahkola;686;357;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Kallislahti;686;358;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Aholahti;686;359;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Lähteelä;686;360;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Toroppala;686;361;1;99.2;176.4;230.4;266.4
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Hälvä;686;362;1;79.36;141.12;184.32;213.12
Etelä-Savon Lintuharrastajat Oriolus ry;Savonlinna;Vaara;686;363;1;79.36;141.12;184.32;213.12
Pohjois-Karjalan lintutieteellinen yhdistys ry;Kitee;Kesälahden keskusta;686;364;1;99.2;176.4;230.4;266.4
Pohjois-Karjalan lintutieteellinen yhdistys ry;Kitee;Sarvisalo;686;365;1;79.36;141.12;184.32;213.12
Pohjois-Karjalan lintutieteellinen yhdistys ry;Kitee;Havukkasaari;686;366;1;79.36;141.12;184.32;213.12
Porin Lintutieteellinen Yhdistys ry;Merikarvia;Ourat;687;320;1;73.4;147.9;181;215.1
Porin Lintutieteellinen Yhdistys ry;Merikarvia;Tuorila;687;321;1;98.4;174.8;228.8;264.8
Porin Lintutieteellinen Yhdistys ry;Siikainen;Siikaisten keskusta;687;322;1;98.4;174.8;228.8;264.8
Porin Lintutieteellinen Yhdistys ry;Siikainen;Pyntäinen;687;323;1;98.4;174.8;228.8;264.8
Porin Lintutieteellinen Yhdistys ry;Siikainen;Itäluomankulma;687;324;1;98.4;174.8;228.8;264.8
Porin Lintutieteellinen Yhdistys ry;Kankaanpää;Ala-Honkajoki;687;325;1;98.4;174.8;228.8;264.8
Porin Lintutieteellinen Yhdistys ry;Kankaanpää;Karhusaari;687;326;1;98.4;174.8;228.8;264.8
Porin Lintutieteellinen Yhdistys ry;Kankaanpää;Kuusijoki;687;327;1;98.4;174.8;228.8;264.8
Pirkanmaan Lintutieteellinen Yhdistys ry;Ikaalinen;Kovelahti;687;328;1;98.4;174.8;228.8;264.8
Pirkanmaan Lintutieteellinen Yhdistys ry;Ikaalinen;Leppäsjärvi;687;329;1;98.4;174.8;228.8;264.8
Pirkanmaan Lintutieteellinen Yhdistys ry;Parkano;Vahojärvi;687;330;1;98.4;174.8;228.8;264.8
Pirkanmaan Lintutieteellinen Yhdistys ry;Ylöjärvi;Seitseminen;687;331;1;98.4;174.8;228.8;264.8
Pirkanmaan Lintutieteellinen Yhdistys ry;Ylöjärvi;Hietalanperä;687;332;1;98.4;174.8;228.8;264.8
Pirkanmaan Lintutieteellinen Yhdistys ry;Ruovesi;Pihlajalahti;687;333;1;98.4;174.8;228.8;264.8
Pirkanmaan Lintutieteellinen Yhdistys ry;Ruovesi;Ruoveden keskusta;687;334;1;98.4;174.8;228.8;264.8
Pirkanmaan Lintutieteellinen Yhdistys ry;Ruovesi;Väärinmaja;687;335;1;98.4;174.8;228.8;264.8
Suomenselän Lintutieteellinen Yhdistys ry;Mänttä-Vilppula;Huopioniemi;687;336;1;98.4;174.8;228.8;264.8
Keski-Suomen Lintutieteellinen Yhdistys ry;Jämsä;Kuoreniemi;687;337;1;98.4;174.8;228.8;264.8
Keski-Suomen Lintutieteellinen Yhdistys ry;Jämsä;Kerteselkä;687;338;1;98.4;174.8;228.8;264.8
Keski-Suomen Lintutieteellinen Yhdistys ry;Jämsä;Hopsu;687;339;1;98.4;174.8;228.8;264.8
Keski-Suomen Lintutieteellinen Yhdistys ry;Jämsä;Kankarisvesi;687;340;1;98.4;174.8;228.8;264.8
Keski-Suomen Lintutieteellinen Yhdistys ry;Jämsä;Juokslahti;687;341;1;98.4;174.8;228.8;264.8
Keski-Suomen Lintutieteellinen Yhdistys ry;Jyväskylä;Korpilahden eteläpuoli;687;342;1;98.4;174.8;228.8;264.8
Keski-Suomen Lintutieteellinen Yhdistys ry;Jyväskylä;Oittila;687;343;1;98.4;174.8;228.8;264.8
Keski-Suomen Lintutieteellinen Yhdistys ry;Joutsa;Rutalahti;687;344;1;98.4;174.8;228.8;264.8
Keski-Suomen Lintutieteellinen Yhdistys ry;Joutsa;Etu-Ikola;687;345;1;98.4;174.8;228.8;264.8
Keski-Suomen Lintutieteellinen Yhdistys ry;Joutsa;Havumäki;687;346;1;98.4;174.8;228.8;264.8
Etelä-Savon Lintuharrastajat Oriolus ry;Kangasniemi;Pylvänälä;687;347;1;98.4;174.8;228.8;264.8
Etelä-Savon Lintuharrastajat Oriolus ry;Kangasniemi;Kangasniemen kk;687;348;1;98.4;174.8;228.8;264.8
Etelä-Savon Lintuharrastajat Oriolus ry;Kangasniemi;Luusniemi;687;349;1;98.4;174.8;228.8;264.8
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Kyyvesi;687;350;1;78.72;139.84;183.04;211.84
Etelä-Savon Lintuharrastajat Oriolus ry;Mikkeli;Pitkäaho;687;351;1;98.4;174.8;228.8;264.8
Etelä-Savon Lintuharrastajat Oriolus ry;Juva;Vuorenmaa;687;352;1;98.4;174.8;228.8;264.8
Etelä-Savon Lintuharrastajat Oriolus ry;Juva;Jylhäsuo;687;353;1;98.4;174.8;228.8;264.8
Etelä-Savon Lintuharrastajat Oriolus ry;Juva;Pakinmaa;687;354;1;98.4;174.8;228.8;264.8
Etelä-Savon Lintuharrastajat Oriolus ry;Rantasalmi;Tuusmäki;687;355;1;98.4;174.8;228.8;264.8
